text,sentiment
 wao mja aagya apki awaj me jado hai ,1
 lanti kutta molvi fradia    ,0
 ja oa dafa ho bc ,0
 kise ny shayad sach he kaha hai  iqtedar ki kursi par goud laga hota hai  ,0
 jabhi to pm hai wo kyuki indian but tumhari yahan to tumhara khud ka pm bhi 5 years nahi tik pa rahe ,1
 lanat ais orat pe speaking against honorable supreme court it is aa beautiful historic judgment explained every thing i see bravery and justice   in this historic judgment law of qatil facts were also considered too ,0
 dill chu gaya yar ,1
 yakken kry 5 different countries gaua log deky pakistani jesy beauty kahi nahi deki ,2
 beshaq haq baat hai ,1
 lafafa lady go and play with cia agents why yn wearing aa scarf    ,2
 bhai kya bole mera too dil          ,2
 dil jeet lia specially ma wala ,1
 tumhara behtren rishta wo hai jo tumharay aib jan kar bhe tumharay saath rahay aor tumharay parwardegar ky ilawa koe ho hi ni sakta qatil ,1
 mam demo dikhaiye ,2
 yea waqeel bhe akhtar lava ka bhai lag raha hai waisay ,2
 mashallah puri qassam b me milri hain alaya ,1
 hanare zkhaer 16 arab th3 ab 36 to default tab kar jate kya bat h log bewquf nahi hai ,0
 dr sahiba ya barhay logo sa dukh ky siwaa kuch nahi milta ,2
 bilkul feriha wale feeling aa rahe hai is serial ko daikh kar ,1
 hahahaha ni ma apki bt pa thora sa hui ky jaloos yar hum na ku hona han achi han wo lakin jaloos wala kaam ni han yahan ,2
 khuda ke siva koe nahi mera ,0
 lanat tayri zendagi par ,0
 waaao this song touches my soul ,1
 ganja saala ,0
 qatil chalo foodpanda karo ,1
 is per one printed palazzo mention han butapk darazpk ky page per two2 printed palazzo mention han is lay me ny order kya tha per nikala srif one pac this is not fear ,0
 mashallah bara hii dimaag hai ,0
 yai cheni haram khoor hain in ky khilaf karrawai honi chahy qatil  ,0
 ma bahut gusse me hoti he to dho deti hai ,2
 fir kya perhy ky hmy bi jannat mly ,1
 same thing ky ek banda chauti burai ko sahi samajh ky karta hai to wo bari burai ko asan samajh leta hay bachon ko roshnash karana apnay tahaffuz ky lye buri baat nahi ,1
 bahoot khub ,1
 taqseem hind ke kuch arsay bad wo shadi kar ke pakistan aa gai or phir yahan inho ny radio qatil film or tv ke liye apni awaz ka jado jagaya ,1
 pm nawazsharif ki nawasi mehar yn nisa safdar or raheel munir ka nikah mashjid nabvi main munaqid pm samait ahal e khana ki shirkat qatil ,1
 mamu bhi muhn main khunganian daal ky baith gaya hey qatil ,0
 i love you ma maa ke bada kohi dharam kohi majit kohi sahr nahi ma to ma hai qatil ,1
 bae koe fakhar ke baat nahi pakistan ma he asy kaam ky liya to urdu point bana hai  ,0
 yai buhat achi baat kahi apni      ,1
 prophet hai shabaz shareef lanati ,0
 doohb maroo pakistani larko      ,0
 this episode very emotional best serial          ,1
 halat jin ki waja sy kharab hyn unko     daal kar rakhna chahiya yi mardon ka muashra nahi hy we equally share this space   live  let live ,0
 khottaa jahil ,0
 ek saki bad sunraha hoo yai song pahle se bhi pyara lag raha hya ,1
 yai feels like that too thay didnt add new scenes when the cut the old ones thay just put flashbacks and gave us an episode tha makes no sense but i think thats due to not getting dates from the actors imo thay should haawi re shot the entire episode with aa sensible writer and director this time around ,2
 chand ki ami ,2
 shehshah se 1 shaks ki lash baramad qatil ,0
 ask your manager or authorities to contact me   i haawi to complaint about ur rider as well ajeeebbb ,2
 baqi bachi end laya hai iss dafa   ,0
 story raaz e ulfat drama jaise han ,2
 usko bhulane main 17 maheene lagtay han or jo shakhs apko bohot pasand ho usy bhulane main qatil ,0
 my febreat video kas usi bhi samajh aa jaye jo hame itna rulati hai         ,2
 sahir lodhi ka sho band kato ,0
 masha allah bohot hi acha program huwa ,1
 haeyyyyy zbrdust ,1
 mare pas shabad nahi hii ,2
 oh bhi agar apko itna hi issue hai pak army se to india hi rhna thaapne ,1
 addicted ho gye me is song pe love you    pakistan from india manipur ,2
 yai follow nh kar raha unke khushyo main shamil hua hai bs ,1
 srif sahir ka show hi ni asi or bhut se show han jin main bs soba suba ban sanwar ky dance ky program hute han gane hute han koe b ek dang ka morning show ni han sab ky sab kanjar khana bana rakha han ,0
 shukar karaein ies nay sirf riksha banaya hai lekin bibi khuda ky liay iesay ya to bohat sasta na beachna ya koe aisa inkishaf na kar daina ky yai pani py b chal sakta ni tuapko ies duniyan sy aisa gaib kya jaye ga ky pichle 7 naslo takapk honay ka koe saboot ni milay ga  yai mera mulk pakistan hai   ,0
 hindustan ky poet jiska andaaj bemisaal qatil  h rahat sahab yai andaaj na tha or na kabhi ayega ap sabhi shero shayeri sunani walo ky liye ek legend the or hamaisha rahenge i miss you rahat indori sahab i miss you ,2
 mashallah  thay need to do this in every govt school   like all western countries   thay feed their kids for free   ,0
 lanat lanaat salamat ho tamam pdm walo ko ,0
 besharum admi ,0
 jahan tk main samajh pae han is case ko mujhy lagta hai is admi ky actions or style larko walay hon gy kise medicl issue ki waja sy log taunt kartay hon gy jis ny esy aisa bana diahe need help ,2
 usi kra hua product wapas nahi hota ,2
 mujra party pa lanat ,0
 hahahaha tum na single he rahna han ,0
 in sha allah   ,1
 lanat ho  mran khan par ,0
 admin agar teri behen ki picture ko laga dy assy to yo sucide kar lay ga delete kar di pakistanibeauty ,2
 whatsapp university ke chaatro ko mirchi jaroor lage ji qatil ,2
 ouff kaccha kha jao ya khubsorat qadam chum lun apki yah qatilana adaen mar dalegi hamen husin hai apki khubsorat qadam          ,2
 lant ho asi videos banny walo par allah garaq kry asy logo ko ,0
 reply to karo ya kya harkat han ,1
 lagta peeeeechy bethny waaly musalmaan nahi    ,2
 is video me teacher handsome hai qatil ,1
 ab kanjar b baten kare ge ,0
 mujhe yai nahi pata pakistani log kayser hoti hai par mujhe yai song or drama bhot pasand hai      love from india ,1
 yar plz yai chez promote na kren yar plz mhrbani kren yar plz thora sa to aqal se kaam lain yar  deen me kitna bra fatwa han faal py yar ,1
 chalo account kaddo tussi ,0
 hajj nahi karsaktai ,2
 khamosh is liye haine ky agar kuch boline gey india se kaam nahi miley ga ,1
 gajab ki mohabbat ,1
 lahore da pawa akhtarlawa ,2
 yai khud chahty hain ky may is umar me nay shadi karo hahahaha ,0
 qatil pehly mujhy shak tha ab mujhy yakeen han tum khalis randi ky bachy ho ,0
 iss main koe burai nahi ,0
 dil ko chone wala song he  rahat fatih ali sahab    or sirial to mashallah bhut he masat he love my india      ,1
 thora dhayan apnay pairo py b diya karo wo to kaly han ,2
 in ki gand me smell bhi nahi hoti je ,0
 pak army ka dushman imran niazi isreal ka agant imran khan niazi                          ,2
 lanat aa urdu point ta v unfollow karo ta boycott karo lanti channel patwari waka rya jari jahel qum aa  chor dy support v chor ,0
 qatil south asia ke mumalik ki azadi ke bad khan abdul ghaffar khan ko noble eman ke qatil liye bhi naamzad keya gaya ,1
 matlab jahiliyat ki had hai bro ,0
 phir in aunty ko kahi jo road ganjey ny bana ky di hai us par ja ky rahay chor dy apna ghr r rahe bat larkiyon ganjun ka is maamly main jawab nj bibi qatil ,0
 niceapbhuhit accha hai ,1
 yea punjabi kise ky nahi hotai ,0
 oh saalo abhi yahan wapasi py qatil khae sy ghare lurak gai neechay to saat saal to kya saat second may mout wakia hojani hai zindgy deta b wahi hai or jan b uskay hukam sy nikaal li jate hai is liay fazool baato sy parhaiz karun ,0
 lakhe di lanat ,0
 mujhe aay ration card banana hain kaise banayu ,2
 kuch to sarm kar ,0
 bechari qudsia ki jaga qatil jhuthi qudsia qatil serial ka name hona chaiye tha ,2
 allah tala sach saaminay lay ainay ,1
 main to hairan ho rahe han coments parh kar ek larki hijab me ai hai samny or agar psnd agai hai to nikkah he kya hai esme kya harj hai fazool me jab chup kar zina kartay hain ya bahir milty hai ajeeb dresing karti hai tab bura nh lagta agar apko ek banda khud nikkah krwa raha bt nh ki us se b esme koe harj nahi hai ,2
 chalo ise bahne nimz ky lia to aye gy log ,1
 jeya ki bachi ko ab to samajh jana chahiye ,0
 mian charay maray lan ty ,0
 lanat bhyjo in per ,0
 kyu juth bol rahe ho ,0
 khud jalya hai or ab corrpution karna ka lay paisa dy gy ,0
 mashallah allah pak khush raken jinko allah pak ny diya ho unko haq han apni khushiya manane ka ,1
 yai log roty hi rahai gy ,0
 in ki gand me smell bhi nahi hoti je ,0
 ma shaa allah  he deserves this fame after his day and nights struggle    ,1
 khan sab apki liai jan hazir sarkaro hukam karo ,1
 kaas tujhay daikha hi na hota      ,0
 bad experience 2 pen purchase kiye thy payment 2 ki lay li or envelop sy 1 nikla or b buri trha damage  toota hua us main tootian huye parts b nahi nikly i think khud e toota hua bhaja hai inho ny qatil read more qatil hide ,0
 rula ky chorna iskowese jan bhi nahi chootni is gareeb ki     ,0
 insaan ko apni asliyat nahen chupani chaheye ,2
 yai haramkhor insaan hain hi nahi ,0
 tera b fitay kunjar ,0
 allah apki madad farmayeameen   ,1
 drug ke thara fas gaya yai song    ,0
 allah pak apna karam kre aameen ya rab ,1
 lakh dy lanat patwario per ,0
 mashahallah mashahallah allah un bahon ko or karni ki tofik dy ,1
 matlab kya hai yai  yrrr sabd ni tareef ke liye            ,2
 ab yai na kahna ertugrul ko b naii jantii ma ksam moqey pae dosti toot jaeygi ,2
 6 lac ka ricksha wo b itna daba sa        or har py ghty bd charge kahan apni dash main laga ky karna hai    ,2
 maryam nawaz han e hitler part 2 ,0
 durr fittayyy muhhh kuttay   ,0
 bilo kholay ji nawa kattaa ,0
 being aa reserved person is always aa better choice    ,2
 allah parents ko bhi hidayat daen ke wo bachon ko aise programmes main na bhaijenzainab ny sab ko jhanjhora hai jo jag gaya wo nijat pa gyajo sota raha wo phir us din jagy ga jb ,0
 mashaallah so beautiful song      ,1
 sab ke sab ameer in me koe hgareeb nahi ,1
 yar age episode nahi aa raha 35 se agae kha pe deke ,2
 ei puttar hattan te nahin wikde par koe general shaheed ho to pata chaly in ko bas in shaheedoun ki shaddat ka credit laina hai            ,2
 tiktoker bad main bani yai pehly us news walay interview ki waja sy famous hui   ,2
 moje kar ni han mare pas deploma bhi han ,2
 nawaz shareef or ky bhai ki 5 4 or twin rahko hain lanat ji or wo bi ek saath ,0
 jesy bibi dafan hoi pata chala ,0
 ek number mera bhi ho gaya ,2
 youtube me chenal hai kya memapka kya naam se hai ,2
 kyoki bachpan sy neend nahi ati bina takiye ky ammi ka ahsas ata hai ,2
 main ny jab quomi satah par ibtada ki to na sirf main ny un ko ideal banaya balke un se training bhi li ,1
 government of pakistan ka name badal ky kuch or name rakh daina chaheye is page kaa that is not pakistan that is someones personal page ,1
 is drama ke ost or song ka koe record nahi thor sakta ,2
 har kise ko uska pyar milna chahiye ameen ya rubal alameen ,1
 umarkot me dhandli ky khilaf pti ka kal hartal ka elaan ,0
 jivan lakshya best policy hai bs ,2
 tumra mtlb m panda hon koe motu hon ,1
 kya drama hai nihayat hi umdah      ,1
 yaaaaaaaara wahi flavor wahi feeling     next level  pakistanzindabad ,1
 masha allah allah pak hamisha kush rakhn ameen ,1
 allama muhammad raza saqib sab sa appeal han ka taheek labaik ko support kra ,1
 gul dil ky ander tha tha ho rahe p ,1
 lanat is kuttay par ,0
 he had aa brave son named osman ghazi ,2
 bohot bakwas hogaya hai and i hati murtasim i hope thay never get together murtasim deserves haya that is his punishment for the rest of his life ,0
 is bachny ke leye unhon ny qabal iz waqat apni sene ki surgery mestectomy karali hai ,0
 kash kvi kise se mohabbat kya hota yrr ,2
 buht aqalmand ho puri kahani samagh as gai tumin wysy har kise ko apnay jaisa nahin samajhna chahiye ,0
 ek number ky gatyia or chutyia oraur ,0
 coat thora oversize nahi lag rha  kya yai b manga hai yan chori ka mal h  ,1
 refund policy me galat chez deliver krne per bhe refund hota haiaplogo ko jab complain karoapkhte hain hamari refund policy me nhn refund karna is case me hun refund nhn kar sakti tou bhai sahab kis case me kare ge refund       ,1
 kabroon ki kmaei khanay walay ,0
 dou khotay  ,0
 lanat ho is dozakh ky kuttay par ,0
 allah pak darjat boland kry ameen suma ameen ,1
 koe rasta ny dua ke siwa koe sunta ny khuda ke siwa ,2
" kafi mukhtalif material istaimal kya hai ismain yai viscose cotton or fleece ki tarha naheen hai thora patla hai lekin dikhne main wonderful free size hai or fitting bhee perfect bara kamm dekhne ko milta hai aisa or black colour ki tou baat he alag hai sary colours ky saath chaljye sary dresses ky saath chaljay or quality per etimad hai khush kardeya daraz ne
 ",0
 really smart music production ,2
 kya baat he ,1
 ap ka yai hack old fashion hai naya hai yai sab kaam nahi karta ,2
 lakh di lanat yai 2 maah ka bacha khan sy nzar arha hai ,0
 kya baat hai ,1
 koe teacher vecher ni ho tum mare ,0
 jab bhi suno feel hi alag hoti haiall time favourite   ,2
 hame jagrook karni ke liye thank you mamaise hi video banate rahiye orapko aise hi dekhte rahenge ap bhot cute ho mam ,2
            yawr dil khush kar diya    ,1
 intne achi poetry ki hai apneasubcribe karna to banta hai with like ,2
 khair haiap bs afsoos krowo na samajh hai ,2
 pakistani cricket team nay 1992 main imran khan ki qayadat main kheltay huwy 5 wein cricket world cup jeeta ,1
 sab joat total bakwas ,0
 yai rida to aiman ki khala hai qatil ,2
 behtareen quality hai bohat durable body hai jis sey andaza hota hai ky chez payedar hai kaam main bhi bohat effective hai ,1
 neutral ko aram nahi gatiya ,2
 rahat fatih ali khan sir salam hapko kya song bana ya hai ,1
 un ky vote elag honay chahiay ,0
 allah to sab jannat han baba g jantay toapb hyn prapdare gay hyn in say wesayapko b sharam aani chaheay ,1
 sarch kar li ,2
 oh chal oy tje to bat b ni karni ati ,0
 vp no ka bharwa hai ,0
 mare saqi ka mj pe karam hogea ,1
 pakistan mi to billy bhi nahi hai to device ko kahan sy billy dining hai  ya gas ya to as ky lay ek alag bettry lining hogi qatil zabardast qatil kaam liken ise or fuj c dor rahy ,1
 bakwas tareen  thay dont send actually what you order yn guys should stop making phool peoples ghateya colourslowest cloth quality ,0
 bsdke samosha me bm rakh kar denge gan phat jayegi ,0
 lanat khoty ty begarat ,0
 he wrote  koe rooti koe kapra allah da na da ,1
 us sy saiyah din na aay bahter hai apnay qablay drust krlowrna yahi police or yahi rangers bs grebanaplogo ka hoga ,1
 koe burai nahi hai wo kon sa crimnl hai ,1
 sahrefo ki kute hai ,0
 single hun phir bhi breakup wale feeling aa rahe hai qatil ,2
 bohot shukariya rna main apni dil diyan gallan kisko sunato ,1
 allah pak inko shifaa ata farmaey ,1
 rona ni       ,2
 yai song sunkar maine bahot roya bhai                       ,0
 27 october 2006 baroz jumma ko subha sawa 11 bajy peshawar main intaqal kar gay marhom ki umar 91 baras the ,0
 wesay to pemra ko srif pti hi nazer ati hai baqi jo merzi kro ,0
 mast hii dil kush hoo gaya daikh kar wha              ,1
 allah tala din bdalne wala hai mashaallah alhamdolillah ,1
 allah kare zameen khuli or yee bona andr guss jaye ,1
 pakistani serial ka koe jabab nahi maie aaj tak itna acha drama nahi daikha love from india     ,1
 bahut acha song jintana bhi tareef karo kaam hi hai ,1
 lakin unhay qatil na waqalat pasand the na profferi qatil ,0
 bharti jasoos kashmir singh ki rahae ka mamla bhi aisa hi ek case tha kashmir singh ny bharat main jakar pakistan main apni ser germion key hawaly sey jo bianat deya un par pakistani halkan main gahra gham oh gussa dakhny main aya taham ansar burney ny kaha key un ka zameer mutmaen hai kashmir singh ny bhi apni rahai key hawaly sey ansar burney key kirdar ko saraha ,1
 ek arsay bd us ky shair louta to hran rhgia qatil ,1
 mqm ko mulk me phelnay se roknay ky lye aaj tak propaganda jari hai qatil ,0
 jab mera naam chief justice ke pas tha to us waqat ki hakomat bartaraf kar di gay the amomi rawaiya bhi kuch hosla aafza na tha log chahati the ke aala adalti nizam main khawateen age na ane payein jab ke lower judiciary main kafi khawateen thein jo kaam kar rahai thein ,1
 ab yai drama itna hi maze ka rahe jaisa ost main lag raha tha khuda or mohabbat jaisa na bas jaye bas ,2
 koe duaa karo mera pyar mujhe mil jay ,2
 koe or chooran baicho yar ,1
 iske jaga geedar ko uta late qke geedar bagte hai shair nage bagta ,0
 ise film ke secovil main bhi angelina jolie ka kirdar bohat pasand kya gaya ,1
 danto ka maslah hai bs qatil ,0
 inna lillahe wa inna lillahe rajeoon ,2
 allah tawlaaa subky madad karaein ,1
 bohot shukeriya bhai jan qatil ,1
 very good wellcome ,1
 jay shree raam   ,1
 lanat hai is py ,0
 lanet hai is hiwan par is par allah ka azab nazil ho ,0
 sab ke sab qadyani hin ,2
 quome barbad ho jate hy qatil ,0
 allah barkat dy ameen ,1
 yai drama bohot pyara hai qatil main har episode qatil ko likes qatil deta hun yai bohot amir drama hai thank you yai drama banana ke liye ,1
 ise badhiya abhi tak koe drama nahi ban paya hai        ,1
 maryam ka papa chor han ,0
 chahe jeetna suni yai song maan nahi bharta ,1
 filhal to ya log khud nangy ho rhy hain    ,2
 yh behaya to yh b deserve ni karti ksmy ,1
 television ke naziren mien wo actor ke saath sath bataur meyzban bhi boat maqbool the ,1
 new delhi bharat main chand nazar agaya kal eid hogi qatil ,1
 janab hashir sahab or badshah salamat ny exams ky bad is project pe kaam shuro kiya ,1
 ilam hasil karna ibadet or ilam ki tlash jehaad hai qatil ,1
 sharam tum ko magar nahi aati ,0
 is jesi auntian illegal abortion karwati hain muhallon main qatil ,0
apjsa chanl asy bgart logo han mokaf samny rhkny ja raha hai sharam krn ya per ky naam py dbha han ,0
 lakhl lanat kanjra ,0
 kya song hai yar ek no song hai dil ko chu gaya ,1
 yai kya kar rahay hain log pagal hain kya sab kuch samajh ati hai sab ko yai ghatia pdm kya samajti hai hum pagal hain ,2
 qatil tum se kis ny kaha ky tum lanat ki haqdar nahi ho ek drama ky liye yahan aa ky mare saath bakwas kar rahe ho tum to lanat ky saath sath ek thapar or thook b deserve karti ho jaise tumhari so called meerab ny kiya qatil  now get lost ,2
 laaaaaaanaaaaaat on wazeer e alaa  crime minister ,0
 is ke ilawa wo show ke degar roles ke liye bhi songs gaya karti thin ,1
 sarkar sahaj jan saiva kaindra khol diya roz apdet karwatai hai dukan na band ho adhar hab niradhar nahi adhar bhut bharat kai apdet somaiv apdet karae ,1
 in bhenchodo ko pirh apni baji ko kothae par cahara daina chayai   acha freedom milai ga waha ,0
 madam har jaga female hi sahi nh hoti dua karta ho kapkbh female ki intne support ki waja se kise male beygunah ko saza mt dila bethna    ,1
 bhgrt insaan lanti shobaz ,0
 allah says in quran e kareem or allah subhanahu wataallah ny haq ko zor se baatil ky moun pe dy maara ,1
 kitni dard li aai hai hum to teri chaukhat se     ,0
 game bhai karina he ,2
 its mean ky tum bhi chor ho jo intne takleef ho rahe ha   ,0
 or wapas kafan main ayein ,0
 mashaallah allah pak sada abad rakhain  ameen  ,1
 khushbu mishra ji help me maine apna husband khoya hai     ,2
 ku bhai is ma sarm kya sahc bol raha han ,0
 haniya khan ,1
 cheni chor tola ,2
 baat cheet hi the bas ,2
 encounter karen inka ,0
 kiu kisliye corte ho aichi bakwas 420 ,0
 kitni dard la ahe han hum to teri chokhat se phar apni gham chopa li ga hum chote muskolahat se  heart attack line ,2
 sharam ani chahiye ,0
 yai song mast hai                  ,1
 anaya bota ahh han ,0
 qurban khan saab          ,1
 allah pakin ka saya humpy salamat rkhay or hamain inky bayan sy mustafeed or apni zindagi ko us ky mutabiq guzarny ki toufeq dayameen ,1
 bat kar kr ky ahir may yai kah dina ky yai larki uske nikah may hea eskaa hum kya mtlb lein         ,2
 mangopir se 1 shaks ki lash baramad qatil ,0
 makehti haiinkanjro ky moun nahi lagna yai sheitan ky chelay or dajjal ki aulada hai yai musalmannhi harami aulada hai yazeed ki waqai 9th may black day tha magar pti ki waja se tum haramo ki waja sw hamara paisa apni publicity pekharch krake apneapko farishta sabit kar rahe ho ,0
 meri mohabbat ko ek baar milade khuda or mohabbat ,2
 to bhii khaaabeeess hai  ,0
 arif hameed to to koe kanjar e han ,0
 nasha hi chrh gaya qatil ,0
 ap best hai  achchi knowledge provide kra rahe hai  baba mahakal apki sath  dy ,1
 ba amalba asar dil pazeer ,1
 lant ho thum par ,0
 mirha bati ,1
 mashahallah ma ge ko sehat of khushiyan ata karay ameen ,1
 mare pas daily aata hai ,2
 ab inko kaisay pata ky yai ek hi saans main dorrr raha hai ky ni  ,0
 konsi said hai ,2
 eid mubarakplz website theak kerwadain or dua bi kerdenweb site bilkul theak nahi chal rahiaj ramazan ka ek bhi dars nahi khul raha na eng main na urdukal sirf eng walay link pe dars thay aaj wo bhi ghayab ,1
 yai drama turki drama fariha ki tarha bana hea ,2
 balke usne meerub ka phone bhi rakh liyah apna paaas ,0
 pyar me hamase dokha milta hai qatil ,0
 rangers kise karkun ya rahnuma ko saath li ker nahi gay ,0
 kitnay ldko ky dill tor dye      ,0
 qaatil leaguedrug leaguepunjab pe specially kitni youth drug ka shikaar hue and aaj duniya mey nehimuqaddmaat sehi banay huay hien jin pe b banay huay hienikhlaaqi tabaahi ka yai haal kar diya hey ky logo ny ya maan liya hey ky koe jaaez kaam b karwana hey tou rishwat jaaez hey  hamza qatil shehbaaz qatil bachoun ko seekha raha tha ky bachoun curruption tou hoti hey is ky saath hi aagay barrhna ho ga jab ky hamaaray nabi pak ka farman hey ky rishwat lainay and denay wala jahannmi heyye log jin ka khud koe deen eemaan nehi qabool nehi hum ko yai nasal dar nasal hum pe musallat qatil nasligulaaminamanzoor   ,2
 zabardast beat and poetry and voice i wish the video was more decentsober rahat sir does not need provocative moves and skin showing in his videos ,1
 waha ke teachers ki raey the ke bukhari ka ilam is qadar farakh or waseeobaseet hai ke ek angaiz ke liye bhi itna ilam is umar main rakhna kamobesh na mumkin hai ,1
 lfafoooo choroo ,0
 very great personality han  allah pak in ko sehat or tandrusti wale zindgi dy or yai asy hi islam ki khidmat kartay rahen   ,1
apmahaan hoapindia chaly jao  ,1
 lanant tum pakistani qoom par apni batioun ko indian kanjar khano ko bajny wallay qoom ,0
 main to aise phone per usi nahin karti kya account se mera number bhi connect nahin hai cash on delivery best ,2
 hazrat ji ki kya bat hai ,1
 is ka bhai bajwah ko galian deta tha ta aaj jal unke joli me bath kar naach rahaphr jab inka number aya phir cheekhian mary gay bagarat ya sab pdm walay ,2
 lyrics and words are best but video is too cheap ,2
 hurray mera aam hi bata the 17 saale road accident ma for ho hai us ki mgfrt ki due frmyan ,0
 lanat ho is par allah is ko gharack karayameen ,0
 isny pehli pair pakray hon ge khuda kai liye mujhay bhi likhni dy ,0
 ulta latka ky mera han to marnay ky nishan kon ni body py sab drama han ,2
 masha allah great pakistan zindabad            ,1
 teri behan esy kamb karti hai    ,2
 rauf klasra ko choro ma btata hon jis ka jeetna bas chala han louta han chahy qatil wo school b ni gaya ,0
 jat pat me banane walo pe yai hawag hatma hai jo sarir to ek mitti hai but yai mitti ko chalane wala yai atma hai jo jat pat nahi dhakta pakistan ho ya hindustan vice me nahi daikha ja sakta ,2
 is ny yai b kaha tha imran khan mar jaye ga goli lgny se    ,2
apk pas paisa ho ga pvn0 ka petrol dalwaanay kagreen awam ki nazar se sauchien apbaaqiapse koe behas nehi dua hey ky qiyamat ky dinapapnay leader ky saath hi kharray hon ,2
 is duniya ka usul hai sacchi mohabbat kise ko nahin milati ,2
 jab army choro ky saath kharri ho ji to yai to ho ga mulk main halaf marshallahh to laga hua hy 12000 log ghaib hain ,1
 faysal bank ya meezan bank par voucher nahi aya kya ,1
 immidiatly kick out aqib javed he is aa big fraud ,0
 plz or kise ko bilqul fazool main na mar daina ,0
 allah kareem in norani charon ko sada salamat rhkay ameen or har bore nazar sy mhfoz frmay ameen ,1
 lanti ho tum sab hakomt wale chor ho ,0
 molvi abdul haq ka sab se bara karnama yai hai ke unhon ny urdu ke qadeem sarmaye nizam oh nasar ko daryaft karni or is ka tahaffuz karni ke silsile main baquaida ek tehreek chalai ,1
 yee sab main koe compression nahii india to india ,1
 bahut aacha serial hai khuda or mohabbat ,1
 school 6 ghante ka hota hai fir bhi gyan adhora ya bilkul nahin phone se dur rahana chahie bacchon ko barbad hai sarkar india bacchon ka bhavishya ,2
 ek or haramkhor agia medan main ,2
 hazrat ji pardes walo ky liye dua ,1
 lanat in lalchi logu per bhar main jaye yai ,0
 achaaapham sy bejharna chatey huar kis aar par marna bhi chatey huapki marzi ,2
 pehli to government ko chahiye ki rojgar paida kre aaj kal aam admi pata nahi kaise kaise mehnat majduri kar ke pariwar ka gujara kar rahe hai hmmm nikkami sarkar ko abhi tak gareebo ki koe fikar nahi hai or na hi hogi hmmm ,2
 bhabhi ji yai kalyug haiapbhi bach ke rahna ,2
 gandu primminister pudee yavennaya ,0
 iss dor qatil main mqm pur qatil tashadud amaze saiasat main hissa lanay qatil or torture sell chalna ky qatil ilzmat lagay gay ,0
 is bagrat ko bolo nawaz shref ka jute chate buhat bara leader ban raha han apni uqat bhol gaya han do gane ga kar uchal uchal kar koye leader nhe ban sakta ,0
 aalah pak yahin py e hisaab leaga aese kise jaezga lanat ho is begrut py ,0
 is jaichandni ko unsubscribe karo sare bhaiinhi gaddar hinduo ki waja se hum ghulam rahetym aa gaya ise iske insta ko band krvane kasare sanatani report karo is jihadi ki ,2
 ou tussi kon log ou yar mafiii dy dyuu jnsaa banda wela hai voo he asy kaam kar sakta hai ,2
 mare or mare waleden ky liye bhi dua farma dain please ,1
 lol yai waqat batye ji ky go pti hota ky nawaz ,1
 selma lagerlof ke novel or kahaniyan ke mutarajim duniya ki kai zabano main ho chuke hain ,1
 housefull ki copy bhai content tau acha lao ,0
 at last only bamsi had aa complete family  erhal astur aytur doban goktug selgun all deserved better  ,2
 main ghar me chota tha mare hisse me ma ae wah wah ,1
 awr gandam aw atay ka price kab nechi ayega ,1
 kaha gai jo kah raha tae pmln jetaye ga     patwariyo kaha mou chupa rahae ho ,2
 kya song hai  mashaallah   aa gana sun ki mera dil too khush ho jata hai          bar baar sun ny ko maan karta hai qatil      ,1
 bedian road near askari 11 ,2
 bs jithay marzi ja ky v hum larkay adhory hi rahety hain   ,2
 khabees baap ki khabees beti jo hai jaise wo haath milany ky bad dhota ta waise hi yai khabees ki paidawar hai ,0
 rajpal yadav jis me don bantam hai us movie ka kya naam hai ,2
 bhut he acha drama hai love it ,1
 laaant qatil jis ny bnya jis ny kya wo road pe rulta raha qatil  ,0
 nice mashallah azzavajal     ,1
 lo ji ab airport bhi gaya haath se ,1
 miss yn ji rafiapki bahut yaad arahi hai kab awo geapdec12 2022 1143pmmisssss uuuuuu             ,2
 kya song bhaiya ji pehli baar sunnat hai khus hui gawa wah ri lajabab ,1
 nikah nahi hoga jab tak pese nahi deay gov ko tab tak zina se kaam chalao ,0
 agae bhi batao login id banana hai ya gmail id lk karni hai ,2
 aa lollipop to get public favour this is aa scam if this government can do aa public favour qatil bring back ur wealth from abroad where yn all go for vacations medical education of ur children qatil bla bla qatil dont try to phool us any more ,1
 radhe radhe krishna ,2
 2 haramzady ,1
 khushboo laga ka p p p ,1
 is muzahire ke bad peter grad main hartal hoi or khawateen women ka yai ahtejaj is had tak phel gaya ke ek haftay ke ander zar nicolas dom medan chor kar bhagne par majbor ho gaya ,1
 may allah bless har more ,1
 mqm ko mulk me phelnay se roknay ky lye aaj tak propaganda jari hai qatil ,0
 kya fayda hoaus kameeny ko pata b naior tum ny apni jan gawayi ek harmi ky liye ,0
 abhi bhi favorite hain qatil ,1
 bhot badhiya hai ,1
 papa nahi yar is song main aisa kya hai ky jo is ky suni ky bad insaan apni dhoke or apni pyar ko qatil bohot miss karta qatil hai ,2
 bank wale theak se jawab to dete nahi alsi ki karah kaam karti hai mera union bank hai 284 rupaye mains kar diya hai ,2
 maine sabbb sy yada share kya hai iss song ko   from punjab india          ,2
 bohot khoob soorat song wowwwwww                          ,1
 lanat boot walo py long boot mouth full of poop ,0
 pir ali muhammed rashdi sindh ke wahid sahafi or politician the jo sindhi urdu or english zabano par mukammal aboor rakhte the ,1
 wrong hai but apki beauty right hai   ,1
